0000003127,scans,0000000130,DataLength
"header",0000000040,"lines"
"Date",3/25/2016,"Time",2:13:59 PM
"ID","HAL IDP LOW ENERGY #14936","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","SEM","mass",12.00,12.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",13.00,13.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 3","RGA","SEM","mass",14.00,14.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 4","RGA","SEM","mass",18.00,18.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 5","RGA","SEM","mass",28.00,28.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",29.00,29.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",30.00,30.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 8","RGA","SEM","mass",31.00,31.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",44.00,44.00,0.01,100.000,100.000%,1.000000,1.000000,
"Environment",
"Global","RGA"
"1st-dynode",-3500,"V"
"CRV_range",7,"c/s"
"CRV_resolution",6,"bits"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.0,"V"
"delta-m",-25,"%"
"discriminator",-10,"%"
"electron-energy",70.0,"V"
"emission",100.0000,"uA"
"energy",1.00,"V"
"extractor",0,"V"
"focus",-50,"V"
"gate_delay",0.1,"uS"
"gate_width",0.0,"uS"
"gating",0,"( 1 = on, 0 = off )"
"gating_invert",0,"( 0 = normal, 1 = invert)"
"lens",0,"V"
"mass",18.00,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1900,"V"
"resolution",0,"%"
"suppressor",-200,"V"
"Data",9
"Time","ms","C","13C","14N","H2O","CON2","13CO","C18O","13C18O","CO2",
00:00:00,        71,        450,        330,        770,     211260,      25870,       3130,       1880,        170,       9760,
00:00:01,      1135,        780,        320,        830,     215310,      26010,       3540,       2030,        180,       8950,
00:00:02,      2198,        500,        310,        870,     212220,      26430,       3590,       2230,        180,       9220,
00:00:03,      3261,        390,        340,        870,     211220,      26530,       3210,       1940,        120,       9610,
00:00:04,      4325,        440,        250,        810,     208480,      26590,       3330,       1760,        150,       8910,
00:00:05,      5388,        470,        200,        910,     207270,      27640,       3430,       2070,        350,       9240,
00:00:06,      6451,        670,        290,        920,     207360,      26710,       3350,       1880,        290,       9170,
00:00:07,      7515,        580,        310,        650,     207670,      26360,       3090,       1830,        330,       8940,
00:00:08,      8578,        370,        440,        880,     204640,      26170,       2920,       1830,        270,       9220,
00:00:09,      9641,        370,        190,        710,     202740,      25460,       3090,       1780,        200,       8620,
00:00:10,     10705,        650,        220,       1050,     200400,      25090,       3180,       1660,        110,      10020,
00:00:11,     11768,        490,        380,       1000,     200620,      25970,       3140,       2030,        210,       9220,
00:00:12,     12831,        360,        200,        960,     197570,      25330,       3190,       1910,        160,       9170,
00:00:13,     13895,        590,        190,        770,     201110,      25900,       3030,       1920,        200,       8960,
00:00:14,     14958,        490,        250,       1010,     199850,      26900,       3280,       2040,        280,       8490,
00:00:16,     16021,        360,        240,        850,     197930,      25730,       3120,       1960,        370,       9030,
00:00:17,     17085,        480,        240,        760,     196730,      25110,       3190,       1950,        220,       8640,
00:00:18,     18148,        580,        260,        820,     197290,      25660,       3320,       1740,        210,       8400,
00:00:19,     19211,        500,        140,        990,     196090,      24790,       3000,       2160,        310,       9510,
00:00:20,     20275,        550,        350,        800,     195210,      25030,       3020,       2070,        220,       8660,
00:00:21,     21338,        630,        290,        780,     191060,      25830,       3310,       1640,        280,       9530,
00:00:22,     22401,        660,        320,        840,     190840,      25300,       2890,       1990,        210,       8400,
00:00:23,     23465,        460,        410,        760,     195040,      24700,       3290,       1790,        270,       8490,
00:00:24,     24528,        540,        330,        910,     190570,      26220,       2950,       2310,        170,       8770,
00:00:25,     25591,        520,        230,        840,     187030,      26550,       3130,       1550,        160,       9110,
00:00:26,     26655,        440,        370,        780,     187850,      26980,       3090,       2010,        300,       8370,
00:00:27,     27718,        450,        220,        890,     188070,      25480,       2970,       1840,         80,       8720,
00:00:28,     28781,        560,        220,        870,     185160,      25740,       3080,       1940,        250,       8210,
00:00:29,     29845,        570,        290,        670,     183550,      25810,       3000,       1580,        180,       8030,
00:00:30,     30908,        590,        250,        920,     186740,      24990,       2650,       2130,        230,       8630,
00:00:31,     31971,        510,        270,        750,     185690,      24730,       2740,       1680,        190,       8930,
00:00:33,     33035,        530,        170,        850,     184910,      25080,       2710,       1600,        210,       8760,
00:00:34,     34098,        630,        180,        970,     184690,      25450,       2840,       1670,        120,       9060,
00:00:35,     35161,        450,        290,        880,     180020,      25660,       2730,       1710,        290,       8790,
00:00:36,     36225,        610,        210,        720,     181190,      24680,       3090,       1550,        240,       9010,
00:00:37,     37288,        620,        210,        810,     178510,      25770,       2630,       1520,        250,       8720,
00:00:38,     38351,        420,        290,        850,     178300,      24460,       3160,       1520,        270,       8960,
00:00:39,     39415,        520,        170,        760,     175300,      25970,       2670,       1960,        220,       8990,
00:00:40,     40478,        360,        180,        910,     178070,      24480,       2970,       1430,        180,       8880,
00:00:41,     41541,        460,        160,        810,     178030,      25930,       3130,       2020,        210,       8630,
00:00:42,     42605,        520,        260,        960,     180250,      25690,       2890,       1680,        160,       8700,
00:00:43,     43668,        400,        190,        830,     178610,      25560,       3360,       2020,        250,       9100,
00:00:44,     44731,        660,        220,        840,     178270,      24680,       3060,       1610,        150,       9110,
00:00:45,     45795,        410,        250,        590,     174970,      24780,       2870,       2020,        110,       8830,
00:00:46,     46858,        530,        270,        880,     173230,      24360,       2980,       1580,        270,       9110,
00:00:47,     47921,        330,        220,        810,     173760,      24800,       3220,       1600,        260,       8420,
00:00:48,     48985,        380,        260,        750,     175690,      24570,       3160,       1770,        210,       8370,
00:00:50,     50048,        520,        200,        810,     172120,      25360,       3320,       1790,        230,       8930,
00:00:51,     51111,        460,        240,        860,     174290,      24340,       3090,       1820,        220,       8420,
00:00:52,     52175,        470,        250,        750,     170620,      25050,       2910,       1850,        140,       8940,
00:00:53,     53238,        540,        160,        790,     172440,      24260,       3120,       1600,        200,       8270,
00:00:54,     54301,        350,        230,        660,     174850,      23800,       2920,       1550,        340,       8150,
00:00:55,     55365,        480,        230,        640,     170360,      24530,       2850,       1650,        180,       8360,
00:00:56,     56428,        610,        130,        900,     168390,      23890,       2730,       1130,        280,       8340,
00:00:57,     57491,        510,        230,        750,     171600,      24860,       2440,       1630,        200,       8950,
00:00:58,     58555,        550,        240,        750,     166080,      24680,       2880,       1990,        140,       8770,
00:00:59,     59618,        400,        330,        810,     168990,      25770,       3130,       1470,        130,       8900,
00:01:00,     60681,        350,        250,        800,     168090,      24110,       2960,       2230,        200,       8070,
00:01:01,     61745,        460,        170,        560,     169280,      24630,       2600,       1750,        160,       8490,
00:01:02,     62808,        340,        170,       1020,     163340,      23460,       2750,       1650,        230,       8120,
00:01:03,     63871,        380,        190,        640,     167860,      24130,       2530,       1540,        190,       8390,
00:01:04,     64935,        580,        150,        770,     165000,      24430,       3050,       1640,        160,       8700,
00:01:05,     65998,        440,        290,        670,     162380,      23390,       2750,       1860,        260,       8440,
00:01:07,     67061,        450,        200,       1100,     164630,      23370,       2520,       1870,        220,       7970,
00:01:08,     68125,        360,        180,        840,     163380,      22860,       2980,       1610,        220,       8470,
00:01:09,     69188,        630,        330,        800,     162620,      23740,       2720,       2120,        210,       8650,
00:01:10,     70251,        530,        190,        830,     164040,      24480,       2920,       1700,         90,       8010,
00:01:11,     71315,        520,        280,        670,     164310,      23750,       3400,       1670,        190,       8090,
00:01:12,     72378,        580,        220,        840,     161700,      24880,       2810,       1960,        100,       8010,
00:01:13,     73441,        630,        250,        810,     161430,      23960,       2700,       2030,        110,       8190,
00:01:14,     74505,        500,        150,        940,     161060,      24500,       2780,       1770,        160,       8340,
00:01:15,     75568,        380,        180,        790,     159260,      23860,       2990,       1390,        160,       8210,
00:01:16,     76631,        420,        280,        710,     157120,      23980,       2540,       1800,        190,       8600,
00:01:17,     77695,        390,        180,        670,     158700,      23680,       3000,       1560,        240,       8440,
00:01:18,     78758,        270,        150,        830,     158060,      24310,       3040,       1590,        140,       8190,
00:01:19,     79821,        320,        290,        760,     157490,      24410,       2460,       1530,        140,       8320,
00:01:20,     80885,        420,        210,        670,     159190,      24110,       3100,       1660,        200,       8630,
00:01:21,     81948,        380,        230,        870,     160160,      23420,       2690,       1630,        180,       8850,
00:01:23,     83011,        450,         50,        840,     159230,      24210,       2940,       2020,        160,       8360,
00:01:24,     84075,        690,        210,        650,     153180,      24580,       2820,       1740,        200,       7750,
00:01:25,     85138,        460,        280,        780,     155670,      23590,       2500,       1890,        240,       7500,
00:01:26,     86201,        470,        180,        810,     158230,      24500,       2700,       2020,        180,       7740,
00:01:27,     87265,        410,        220,        650,     155630,      23920,       2590,       1680,        160,       8340,
00:01:28,     88328,        460,        250,        700,     155140,      24010,       2620,       1190,         90,       8450,
00:01:29,     89391,        470,        230,        680,     159130,      23390,       2660,       1780,        110,       8210,
00:01:30,     90455,        420,        290,        750,     155570,      22970,       2920,       1530,        180,       8180,
00:01:31,     91518,        350,        210,        800,     157480,      23860,       2700,       1620,        140,       8030,
00:01:32,     92581,        500,        280,        640,     157830,      24620,       2500,       1600,        120,       8970,
00:01:33,     93645,        410,        170,        740,     153720,      23670,       2280,       1450,        140,       8080,
00:01:34,     94708,        570,        120,        530,     156620,      22790,       2950,       1590,        110,       7670,
00:01:35,     95771,        400,        290,        790,     153190,      23820,       2850,       1450,         80,       8670,
00:01:36,     96835,        470,        280,        860,     152260,      23090,       2670,       1650,        170,       8520,
00:01:37,     97898,        440,        280,        670,     152480,      23240,       2810,       1490,         80,       8080,
00:01:38,     98961,        280,        270,        800,     152460,      22930,       3030,       1680,        200,       7630,
00:01:40,    100025,        440,        220,        670,     153280,      23870,       3000,       1550,         60,       8480,
00:01:41,    101088,        400,        190,        710,     153910,      23610,       2640,       1290,        200,       7690,
00:01:42,    102151,        440,        130,        830,     152280,      23320,       2970,       1590,        200,       7420,
00:01:43,    103215,        370,        260,        850,     154890,      23910,       2770,       1530,        120,       8280,
00:01:44,    104278,        400,        260,        860,     150550,      24010,       2630,       1500,        230,       7550,
00:01:45,    105341,        450,        290,        710,     151590,      23430,       2550,       1410,        240,       8320,
00:01:46,    106405,        320,        280,        700,     150770,      22780,       2620,       1600,        160,       8150,
00:01:47,    107468,        680,        320,        660,     151240,      24550,       2570,       1660,        120,       7400,
00:01:48,    108531,        460,        240,        830,     152100,      23210,       2830,       1820,        270,       8300,
00:01:49,    109595,        340,        150,        690,     150140,      23550,       2620,       1230,        210,       7640,
00:01:50,    110658,        640,        190,       1040,     152020,      23920,       2770,       1320,        140,       8280,
00:01:51,    111721,        330,        260,        750,     151540,      22860,       2530,       1560,        200,       8280,
00:01:52,    112785,        470,        340,        730,     149780,      23960,       2760,       1690,        220,       7690,
00:01:53,    113848,        460,        250,        770,     146950,      23760,       2880,       1530,        150,       7660,
00:01:54,    114911,        440,        260,        600,     151690,      22180,       2600,       1280,        130,       8940,
00:01:55,    115975,        410,        200,        750,     149160,      23640,       2820,       1770,        160,       7980,
00:01:57,    117038,        610,        240,        620,     149510,      24410,       2540,       1390,        260,       7700,
00:01:58,    118101,        470,        250,        900,     147700,      23780,       2680,       1760,        130,       8210,
00:01:59,    119165,        530,        160,        700,     147050,      23690,       2770,       1440,        200,       8760,
00:02:00,    120228,        560,        170,        720,     147160,      22960,       2360,       1520,        150,       8220,
00:02:01,    121291,        520,        280,        770,     147530,      22500,       2460,       1540,        250,       7270,
00:02:02,    122355,        430,        170,        770,     147230,      23240,       2810,       1490,        340,       7490,
00:02:03,    123418,        500,        200,        630,     148790,      22820,       2500,       1590,        210,       7320,
00:02:04,    124481,        450,        240,        520,     147730,      23460,       2820,       1570,        260,       8650,
00:02:05,    125545,        400,        280,        620,     144160,      22970,       2460,       1420,        130,       8090,
00:02:06,    126608,        340,        220,        570,     148290,      21840,       2960,       1340,        130,       8170,
00:02:07,    127671,        310,        150,        630,     141240,      24190,       2330,       1230,        280,       8220,
00:02:08,    128735,        430,        150,        700,     146970,      22200,       2780,       1350,        310,       8180,
00:02:09,    129798,        360,        210,        680,     148020,      22760,       2250,       1540,        250,       8310,
00:02:10,    130861,        290,        200,        810,     144180,      23430,       2610,       1590,        140,       7560,
00:02:11,    131925,        440,        180,        820,     143220,      22690,       2700,       1350,         60,       7540,
00:02:12,    132988,        450,        240,        960,     145960,      23790,       2670,       1940,        190,       7650,
00:02:14,    134051,        410,        230,        750,     145730,      23180,       2780,       1400,        160,       7790,
00:02:15,    135115,        330,        200,        730,     144580,      22970,       2640,       1530,        200,       7590,
00:02:16,    136178,        350,        170,        750,     141520,      22350,       2810,       1520,        120,       7940,
00:02:17,    137241,        450,        300,        710,     142060,      22510,       2760,       1420,        160,       8530,
00:02:18,    138305,        430,        110,        790,     143150,      22400,       2500,       1340,        240,       7920,
00:02:19,    139368,        440,        240,        790,     140980,      22100,       2560,       1650,        240,       8330,
00:02:20,    140431,        500,        130,        770,     143790,      23520,       2610,       1780,        130,       8120,
00:02:21,    141495,        450,        240,        860,     143030,      22860,       2440,       1450,        170,       8580,
00:02:22,    142558,        470,        120,        680,     146330,      22590,       2410,       1670,        230,       8130,
00:02:23,    143621,        450,        200,        660,     141840,      22960,       2320,       1590,        120,       7900,
00:02:24,    144685,        390,        270,        620,     143590,      22950,       2950,       1270,        220,       7660,
00:02:25,    145748,        370,        310,        740,     144610,      23120,       2870,       2030,        310,       8360,
00:02:26,    146811,        510,        240,        800,     139310,      23320,       2260,       1700,        370,       7760,
00:02:27,    147875,        430,        330,        760,     142040,      23220,       2620,       1500,        290,       7800,
00:02:28,    148938,        540,        250,        690,     139660,      22790,       2810,       1550,        180,       7590,
00:02:30,    150001,        400,        190,        670,     143660,      23630,       3050,       1260,        170,       7670,
00:02:31,    151065,        420,        160,        770,     141300,      22010,       2310,       1430,        190,       8260,
00:02:32,    152128,        350,        150,        680,     142490,      22650,       2510,       1520,        170,       7740,
00:02:33,    153191,        420,         80,        840,     140810,      22690,       2890,       1230,        110,       7600,
00:02:34,    154255,        370,        180,        720,     141460,      22620,       2350,       1690,        200,       7720,
00:02:35,    155318,        440,        170,        600,     143450,      22960,       2510,       1530,         90,       7310,
00:02:36,    156381,        490,        260,        590,     142130,      23260,       2460,       1650,        180,       7590,
00:02:37,    157445,        400,        230,        710,     141310,      22860,       2700,       1480,        200,       7510,
00:02:38,    158508,        470,        240,        600,     141460,      22050,       2320,       1200,        250,       7730,
00:02:39,    159571,        380,        300,        820,     141780,      21970,       2520,       1350,        130,       7680,
00:02:40,    160635,        390,        230,        680,     141060,      23400,       2880,       1400,        110,       7920,
00:02:41,    161698,        500,        230,        800,     140990,      22310,       2400,       1450,        130,       7550,
00:02:42,    162761,        530,        330,        910,     138210,      21570,       2710,       1510,        140,       7110,
00:02:43,    163825,        410,        340,        750,     139980,      21860,       2360,       1440,        180,       7740,
00:02:44,    164888,        350,        220,        550,     142830,      22490,       2570,       1460,        200,       7640,
00:02:45,    165951,        440,        180,        690,     140930,      22120,       2570,       1380,        150,       7350,
00:02:47,    167015,        520,        230,        710,     138340,      22900,       2780,       1360,        130,       7280,
00:02:48,    168078,        440,        280,        630,     140740,      22640,       2320,       1450,        300,       6970,
00:02:49,    169141,        380,        220,        680,     140210,      21670,       2670,       1340,        120,       7710,
00:02:50,    170205,        410,        270,        870,     140250,      23600,       2670,       1500,        150,       8320,
00:02:51,    171268,        470,        360,        670,     139230,      22080,       2450,       1230,        140,       7330,
00:02:52,    172331,        470,        180,        830,     138020,      22490,       2130,       1490,        250,       7820,
00:02:53,    173395,        500,        290,        830,     139440,      23110,       2510,       1650,        180,       7230,
00:02:54,    174458,        360,        220,        760,     138170,      22630,       2190,       1670,        110,       7100,
00:02:55,    175521,        440,        220,        840,     135940,      22310,       2440,       1730,         60,       7850,
00:02:56,    176585,        500,        240,        530,     139440,      22300,       2630,       1650,        150,       7710,
00:02:57,    177648,        360,        100,        650,     141230,      20590,       2940,       1520,        270,       7450,
00:02:58,    178711,        370,        220,        610,     134680,      22370,       2100,       1390,        170,       7280,
00:02:59,    179775,        420,        140,        580,     138800,      21820,       2710,       1670,        140,       7270,
00:03:00,    180838,        420,        260,        740,     139140,      20900,       2180,       1380,        250,       8460,
00:03:01,    181901,        420,        280,        680,     138220,      21850,       2270,       1550,        300,       8070,
00:03:02,    182965,        380,        230,        930,     138140,      23100,       2430,       1540,        180,       7430,
00:03:04,    184028,        460,        180,        610,     137140,      22540,       2610,       1360,        270,       7850,
00:03:05,    185091,        520,        240,        680,     136720,      21280,       2970,       1540,         80,       7380,
00:03:06,    186155,        440,        300,        740,     139060,      22510,       2340,       1290,        140,       7740,
00:03:07,    187218,        480,        170,        860,     139220,      21780,       2560,       1490,        130,       7110,
00:03:08,    188281,        380,        150,        610,     137300,      22440,       2540,       1530,        210,       7480,
00:03:09,    189345,        400,        390,        620,     138580,      21630,       2530,       1710,        130,       7880,
00:03:10,    190408,        400,        150,        730,     138210,      22620,       2510,       1250,        120,       7960,
00:03:11,    191471,        390,        170,        690,     137290,      22760,       2600,       1380,        100,       7330,
00:03:12,    192535,        430,        290,        650,     134470,      22210,       2480,       1420,        170,       8030,
00:03:13,    193598,        480,        240,        590,     138500,      21690,       2730,       1220,        190,       6890,
00:03:14,    194661,        460,        260,        760,     140270,      22080,       2150,       1380,        290,       7160,
00:03:15,    195725,        380,        200,        800,     136260,      23010,       2910,       1660,        180,       6890,
00:03:16,    196788,        410,        110,        830,     140260,      22020,       2430,       1410,        160,       7830,
00:03:17,    197851,        490,        180,        720,     137590,      21180,       2220,       1330,        200,       7890,
00:03:18,    198915,        530,        180,        630,     136190,      21310,       2680,       1500,        140,       7400,
00:03:19,    199978,        420,        230,        830,     136840,      22450,       2570,       1400,        120,       7230,
00:03:21,    201041,        390,        160,        700,     135900,      22350,       2350,       1340,        320,       7380,
00:03:22,    202105,        370,        290,        600,     137300,      22410,       2540,       1280,        210,       7740,
00:03:23,    203168,        590,        170,        610,     134070,      22090,       2500,       1100,        230,       7500,
00:03:24,    204231,        380,        190,        680,     137160,      21740,       2350,       1280,        140,       6800,
00:03:25,    205295,        290,        240,        620,     136580,      21500,       2220,       1330,        140,       7340,
00:03:26,    206358,        370,        220,        650,     134430,      22350,       2440,       1170,        120,       7380,
00:03:27,    207421,        550,        100,        460,     138690,      21720,       2480,       1240,        270,       7140,
00:03:28,    208485,        560,        120,        730,     136770,      21730,       2640,       1460,        190,       7690,
00:03:29,    209548,        360,        260,        480,     134600,      22330,       2650,       1260,        210,       7840,
00:03:30,    210611,        440,        250,        700,     137240,      22230,       2390,       1420,        130,       7990,
00:03:31,    211675,        440,        200,        860,     136650,      22040,       2540,       1340,        290,       7310,
00:03:32,    212738,        340,        190,        670,     135560,      22740,       2590,       1560,        190,       7140,
00:03:33,    213801,        460,        140,        620,     137350,      21950,       2550,       1520,        100,       7260,
00:03:34,    214865,        490,        220,        780,     134040,      23170,       2290,       1560,        170,       7750,
00:03:35,    215928,        540,        310,        600,     136510,      22500,       2560,       1300,         60,       6730,
00:03:36,    216991,        330,        150,        570,     136130,      22860,       2480,       1230,        230,       7110,
00:03:38,    218055,        560,        170,        930,     136280,      21970,       2640,       1210,        140,       7160,
00:03:39,    219118,        480,        150,        690,     133080,      22640,       2590,       1550,         80,       6730,
00:03:40,    220181,        470,        200,        760,     134240,      22750,       2480,       1410,         80,       7320,
00:03:41,    221245,        390,        170,        700,     135370,      22330,       2240,       1460,        180,       7810,
00:03:42,    222308,        430,        150,        540,     137410,      23370,       2370,        930,        170,       7660,
00:03:43,    223371,        450,        260,        580,     134470,      23160,       2540,       1440,        120,       7180,
00:03:44,    224435,        510,        170,        680,     136680,      22510,       2630,       1190,        220,       6980,
00:03:45,    225498,        390,        290,        430,     134580,      22190,       3040,       1510,        150,       8090,
00:03:46,    226561,        430,        220,        700,     136640,      22550,       2490,       1500,        170,       7220,
00:03:47,    227625,        500,        200,        830,     133430,      22240,       2380,       1420,        220,       7570,
00:03:48,    228688,        590,        290,        570,     135140,      22890,       2400,       1140,        220,       7240,
00:03:49,    229751,        540,        170,        500,     133150,      22240,       2790,       1410,        120,       7100,
00:03:50,    230815,        610,        120,        670,     134710,      21200,       2890,       1390,        240,       7310,
00:03:51,    231878,        490,        170,        620,     137120,      23110,       2840,       1630,        260,       6800,
00:03:52,    232941,        620,        150,        830,     134920,      21440,       2870,       1360,        240,       7420,
00:03:54,    234005,        570,        190,        680,     133100,      23400,       2770,       1370,        130,       7590,
00:03:55,    235068,        250,        250,        650,     133410,      22430,       2800,       1570,        130,       7470,
00:03:56,    236131,        390,        200,        540,     135590,      23470,       2620,       1150,        140,       7450,
00:03:57,    237195,        500,        240,        650,     135050,      22890,       2840,       1430,        200,       7100,
00:03:58,    238258,        360,        240,        530,     133260,      22970,       2870,       1460,        210,       7120,
00:03:59,    239321,        430,        170,        770,     135130,      23530,       2250,       1370,        200,       6740,
00:04:00,    240385,        350,        230,        640,     137150,      23230,       2720,       1380,        120,       7160,
00:04:01,    241448,        530,        210,        680,     134870,      23730,       2650,       1290,        140,       7200,
00:04:02,    242511,        370,        280,        540,     133580,      23570,       2770,       1030,        180,       7400,
00:04:03,    243575,        340,        180,        670,     135580,      24030,       2840,       1270,        140,       7810,
00:04:04,    244638,        370,        230,        640,     133070,      22560,       3490,       1340,        100,       7880,
00:04:05,    245701,        400,        180,        620,     133550,      23360,       2620,       1390,        230,       7600,
00:04:06,    246765,        530,        130,        750,     133290,      24060,       2770,       1450,         90,       7060,
00:04:07,    247828,        480,        160,        670,     134270,      24120,       3260,       1460,        110,       7750,
00:04:08,    248891,        440,        230,        700,     133270,      22150,       2990,       1280,        220,       6890,
00:04:09,    249955,        390,        220,        620,     133470,      24570,       2720,       1370,        120,       7480,
00:04:11,    251018,        410,        190,        630,     133770,      24070,       3010,       1180,        180,       7000,
00:04:12,    252081,        320,        330,        690,     137020,      23610,       3020,       1430,        120,       7370,
00:04:13,    253145,        450,        280,        630,     133760,      25240,       3210,       1180,        130,       7350,
00:04:14,    254208,        340,        210,        810,     132520,      22820,       2830,       1130,        200,       6820,
00:04:15,    255271,        400,        210,        650,     135180,      23250,       3120,       1160,        160,       7480,
00:04:16,    256335,        480,        240,        590,     135110,      25200,       2960,       1420,        170,       7390,
00:04:17,    257398,        350,        250,        660,     134510,      24450,       3230,       1300,        240,       7980,
00:04:18,    258461,        390,        330,        770,     137030,      24170,       3160,       1240,         90,       7380,
00:04:19,    259525,        410,        180,        680,     136590,      24320,       3560,       1330,        120,       6970,
00:04:20,    260588,        250,        110,        820,     133880,      25300,       3500,       1170,        240,       7310,
00:04:21,    261651,        330,        220,        650,     132060,      24670,       3140,       1320,        180,       7430,
00:04:22,    262715,        450,        180,        740,     131320,      24570,       3350,       1400,        290,       7300,
00:04:23,    263778,        510,        230,        780,     133600,      25280,       3670,       1300,        140,       7440,
00:04:24,    264841,        410,        200,        580,     134910,      24870,       3280,       1260,        230,       7190,
00:04:25,    265905,        640,        300,        620,     134620,      25260,       3930,       1420,        220,       7430,
00:04:26,    266968,        420,        210,        610,     133640,      23340,       3860,       1090,        270,       7020,
00:04:28,    268031,        540,        170,        790,     135830,      25440,       3880,       1680,        250,       7000,
00:04:29,    269095,        390,        180,        670,     134040,      25410,       3550,       1170,        240,       7590,
00:04:30,    270158,        530,        170,        770,     133750,      25930,       3610,       1810,        260,       7190,
00:04:31,    271221,        360,        280,        660,     133250,      26220,       3920,       1270,        210,       6930,
00:04:32,    272285,        460,        220,        720,     136770,      25950,       3760,       1480,        220,       7130,
00:04:33,    273348,        450,        280,        520,     132840,      26030,       4050,       1500,        150,       7370,
00:04:34,    274411,        450,        240,        780,     132590,      27050,       3990,       1440,        340,       7510,
00:04:35,    275475,        430,        170,        790,     133680,      27090,       3810,       1230,        200,       8050,
00:04:36,    276538,        400,        210,        860,     132150,      26310,       3670,       1470,        290,       7350,
00:04:37,    277601,        300,        240,        610,     130530,      25050,       3990,       1350,        190,       7720,
00:04:38,    278665,        450,        210,        760,     133610,      27260,       4290,       1180,        270,       6750,
00:04:39,    279728,        340,        220,        690,     133630,      26290,       3820,       1450,        220,       7740,
00:04:40,    280791,        480,        210,        680,     134590,      26310,       4310,       1270,        210,       7000,
00:04:41,    281855,        500,        370,        810,     133690,      27630,       4500,       1410,        270,       7450,
00:04:42,    282918,        390,        120,        890,     134790,      28030,       4770,       1460,        170,       6770,
00:04:43,    283981,        410,         70,        790,     131530,      28230,       4930,       1430,        260,       7270,
00:04:45,    285045,        380,        250,        790,     132260,      26160,       5210,       1500,        260,       7130,
00:04:46,    286108,        360,        170,        650,     135070,      27700,       5080,       1480,        140,       6950,
00:04:47,    287171,        430,        200,        820,     132930,      28000,       4950,       1170,        290,       6920,
00:04:48,    288235,        430,        290,        790,     134830,      27910,       5230,       1400,        340,       7190,
00:04:49,    289298,        380,        170,        850,     135010,      28410,       5030,       1130,        190,       6990,
00:04:50,    290361,        520,        260,        660,     135340,      28790,       5240,       1270,        410,       7140,
00:04:51,    291425,        650,        190,        770,     132270,      28830,       5650,       1360,        360,       7670,
00:04:52,    292488,        430,        220,        680,     130990,      27700,       5180,       1690,        320,       7210,
00:04:53,    293551,        430,        220,        760,     134670,      28850,       5690,       1220,        160,       7410,
00:04:54,    294615,        440,        290,        620,     133440,      28700,       5610,       1390,        290,       7260,
00:04:55,    295678,        450,        160,        710,     131990,      28790,       5890,       1180,        290,       7440,
00:04:56,    296741,        330,        340,        780,     137470,      29640,       5550,       1220,        390,       7190,
00:04:57,    297805,        340,        240,        760,     131880,      29550,       6170,       1500,        300,       7150,
00:04:58,    298868,        440,        290,        610,     132180,      30040,       5360,       1260,        390,       7830,
00:04:59,    299931,        500,        310,        850,     132900,      29860,       6370,       1440,        280,       6960,
00:05:00,    300995,        470,        290,        760,     133910,      29320,       5960,       1230,        370,       7110,
00:05:02,    302058,        240,        280,        780,     131550,      29380,       5880,       1220,        390,       7330,
00:05:03,    303121,        410,        230,        760,     133670,      30610,       6680,       1250,        350,       6750,
00:05:04,    304185,        370,        280,        830,     134480,      30730,       6600,       1490,        310,       7010,
00:05:05,    305248,        430,        370,        900,     133550,      30030,       6570,       1220,        360,       6820,
00:05:06,    306311,        450,        340,        640,     132790,      32730,       6420,       1010,        310,       7190,
00:05:07,    307375,        590,        320,        840,     131770,      31820,       6510,       1440,        360,       7180,
00:05:08,    308438,        400,        270,        800,     134310,      32380,       7440,       1110,        350,       6840,
00:05:09,    309501,        460,        250,        780,     132110,      30750,       6750,       1370,        320,       6600,
00:05:10,    310565,        470,        380,        800,     134610,      33640,       7230,       1090,        340,       6560,
00:05:11,    311628,        470,        180,        770,     132680,      34570,       7650,       1410,        500,       6970,
00:05:12,    312691,        490,        330,        800,     132670,      32130,       7510,       1310,        360,       7070,
00:05:13,    313755,        450,        240,        840,     133040,      32070,       7650,       1250,        380,       7850,
00:05:14,    314818,        450,        190,        870,     132040,      32380,       7270,       1200,        400,       7380,
00:05:15,    315881,        340,        360,        790,     132060,      32210,       7920,       1290,        500,       7420,
00:05:16,    316945,        570,        310,        810,     132730,      32000,       8480,       1370,        320,       6600,
00:05:18,    318008,        410,        340,        770,     134100,      32720,       7840,       1160,        370,       6510,
00:05:19,    319071,        320,        230,        880,     130700,      34370,       7670,       1340,        280,       7440,
00:05:20,    320135,        490,        210,        810,     134220,      34180,       8740,       1450,        470,       7350,
