temperature	12CO	13CO
11.877491000000001	-6.202820024670753E10	-1.3829269913546994E11
11.76387	-8.336926833483608E11	2.324181568727974E11
11.785014	7.317055328051904E11	-2.326879320137076E10
11.87396	6.700940994824934E11	4.255592109156732E10
11.744487999999999	1.6878343923731296E11	-2.286015519967104E11
11.93596	3.78044516609802E11	-3.068615010803977E11
11.828304	-5.718695088909493E11	2.6082084866308737E11
11.824025	-4.8796584630210884E10	-1.3377022364009671E11
11.907808000000001	-7.72534968277249E11	1.807476054109359E11
11.82442	2.7296036800925952E11	1.0881036390419817E11
11.937768	4.690168127095286E11	-2.0545507121353824E11
11.914385	-5.950905146050641E11	-3.2196324369210065E11
11.871739999999999	3.194223241502596E11	-1.7730155695447748E11
11.937779999999998	6.044339058850696E11	5.408447166320227E10
11.910816183816184	1.4121512578163052E12	-3.955208686714493E10
11.936	1.2074612918680188E12	5.423502229337286E10
12.004862	2.917746016091236E11	8.7906281089755E10
11.918299999999999	-1.648669328987157E12	-2.0945065710123834E11
11.964730000000001	-4.007654571452103E11	1.0254310489109666E9
12.002925000000001	-5.3145776051319534E10	7.11435388049839E10
11.930301	7.369618238784961E11	1.5627638877338168E11
12.097880000000002	3.5585676186527325E11	-1.0234852319787466E10
11.967904	-7.606412237638474E11	1.7002256778750284E11
11.990605	4.781104920478498E11	4.953494280579302E11
12.097093000000001	1.0165491637386847E11	9.703323092870764E10
11.934129999999998	4.954432681077527E9	1.1081504575421326E11
12.159499999999998	3.852586033489927E11	2.835907295800531E11
12.038999999999998	2.823713278981625E11	-2.1401662199699265E11
12.029751	1.0404995835568223E12	3.509841537291051E11
12.13106	8.087413245909453E11	2.577844699995957E11
12.025177822177822	-5.410761616772831E11	1.764631360893213E11
12.154702702702702	-1.0181903847836989E11	-1.560941675801854E11
12.132636363636363	1.407420861239765E12	5.228339251544347E11
12.078895895895895	1.3866984429233115E12	3.6375474144961566E11
12.15617	1.2810822735332703E12	7.465315376292795E11
12.122465	4.9510698443692926E11	7.83234524761597E11
12.146583999999999	1.378945601541764E12	5.950030246698745E11
12.2286	1.0663918066304603E12	1.0284095894244333E11
12.129520000000001	5.768178996594111E11	3.0869435872764606E11
12.179571428571428	3.873549085935424E11	3.1574683772972015E11
12.227492492492493	1.0772492493859917E12	5.825203989096144E11
12.13722	4.2180565719601196E11	3.6446515096881903E11
12.331488	1.264028326060823E12	5.962986100834587E11
12.185035000000001	1.495329771689495E12	4.394130059291648E11
12.203385	1.1751573315095706E12	1.103639572211289E12
12.343639999999999	1.5903156289471677E12	8.209590144151022E11
12.136104	1.2620610728290325E12	5.338250941884017E11
12.403799999999999	6.035432624385779E11	4.9427042656428827E11
12.266385999999999	1.244580336922756E12	5.792325545149482E11
12.252300000000002	1.3971321030791257E12	7.384044834414175E11
12.383030000000002	5.955414799259199E11	6.991442541156638E11
12.250853146853148	1.4135009585121355E12	8.908658143010264E11
12.397775571002981	1.808650196336817E12	9.348700102396063E11
12.379228228228229	1.192148465742142E12	9.928592008241583E11
12.314945619335347	1.6413221278707212E12	9.080169881249822E11
12.414555	1.3806659034371475E12	1.1422130304895588E12
12.374853146853146	1.4612877497402305E12	9.255226932781289E11
12.392677677677678	2.122648631746132E12	1.4656662837701582E12
12.494248	1.8458079760225615E12	1.2483236481248474E12
12.38687	2.216328312465177E12	9.696446842893513E11
12.445014	8.338221332293718E11	1.105786302509387E12
12.531960000000002	2.740509531349195E12	1.3805504861680962E12
12.407288	2.421670872490251E12	1.5208535489406265E12
12.514735	2.1978699431654915E12	1.5287023135455576E12
12.540015	2.4445747713343066E12	1.5547778785210596E12
12.38028	2.2927799690386665E12	1.647263900026937E12
12.658402	1.7171566123660393E12	9.805617826381862E11
12.459225	1.945164032260372E12	1.3302730755231453E12
12.563386	2.673616867740249E12	1.8631241566571338E12
12.629142857142858	3.6016737346053066E12	1.8688554568546985E12
12.458156156156157	3.0449786525032773E12	1.821233564374646E12
12.666135	2.611596910851988E12	2.232474200852088E12
12.573808	3.0048753046247197E12	1.88481269198701E12
12.602559999999999	3.2811240449674897E12	2.209631346500169E12
12.685939999999999	2.5853621447233174E12	2.146169399685152E12
12.575935000000001	3.028262746433744E12	2.144173614089015E12
12.660681	3.980549966589517E12	2.430411181167687E12
12.6945	2.9836076174326816E12	2.331638912182058E12
12.641664	3.6008492825510024E12	2.353026213290397E12
12.741539999999999	3.3627971906014204E12	2.6492728837380347E12
12.695606	3.40719695966295E12	2.4387470812640625E12
12.64354	4.58331144559864E12	2.719609907001704E12
12.813478	3.6274216627507E12	2.614991177893881E12
12.672025	4.1090420091076396E12	3.083947024176332E12
12.789356	4.2331491895634243E12	3.220740509048172E12
12.81612	4.8753600677873E12	3.31439932662555E12
12.621192	4.3095297472038696E12	3.573467009643612E12
12.927155844155845	5.465302564506366E12	3.6435641778760503E12
12.70461038961039	4.945334709148989E12	3.6623413396062334E12
12.830120120120121	5.800416132210868E12	3.8548679617949546E12
12.89733	5.425638920168624E12	3.877409262222543E12
12.694579999999998	5.014825361378212E12	4.249975412254775E12
12.923728	6.434442465945277E12	3.937246931902115E12
12.820139999999999	6.44543258709067E12	4.425570791693573E12
12.856857142857143	6.341054051509292E12	4.43375745931717E12
12.942901901901903	7.378406537626601E12	4.2177393046294976E12
12.812571	6.741559802202827E12	4.770382774249391E12
12.9004	8.078645329642561E12	5.11278907043913E12
12.934511999999998	7.019727940300553E12	5.550002709495823E12
12.882615	8.280575828989941E12	4.973234519547252E12
12.990013	7.9437800701455205E12	5.460690196940909E12
12.9314	7.28371593025425E12	5.606687004363044E12
12.875136	7.956098592169851E12	5.96124793984696E12
13.053075	9.197967964217117E12	6.3919774147052E12
12.906635000000001	9.079706589794785E12	6.923404919072154E12
13.038518962075846	9.80738364582841E12	6.184443345256084E12
13.058016032064128	9.273211212286707E12	6.814724948194149E12
12.851	1.0124710741345633E13	7.142500872129875E12
13.177223000000001	1.0373986244954082E13	7.921834652716603E12
12.93802	1.0440239427342838E13	7.490618882756832E12
13.080256	1.1380632069003922E13	7.709958326921488E12
13.146755	1.1925200168483918E13	8.330638332820819E12
12.929684	1.2157905850897656E13	8.298154456962213E12
13.16961	1.3101888268910533E13	8.413346031043889E12
13.060984	1.376552943833059E13	9.178550770104633E12
13.113065	1.5077556356064969E13	9.738380836801896E12
13.202173	1.401146684442882E13	9.996057937241729E12
13.062199999999999	1.4454342430092084E13	1.0521288568959629E13
13.159239999999999	1.394424376042483E13	1.0693662632521564E13
13.196225	1.591060589682217E13	1.0690547706781006E13
13.147233	1.6472985256288719E13	1.1969808063589133E13
13.261550000000002	1.66352434434573E13	1.2247933119242037E13
13.194088	1.7354187174708447E13	1.277833650443787E13
13.138645	1.9787300122289848E13	1.2292136102953861E13
13.331115884115883	1.82247385192505E13	1.274987505864832E13
13.176486486486485	2.0219318786511934E13	1.429756690798746E13
13.318083999999999	2.0911078097584254E13	1.5069910118669416E13
13.323	2.2475843512534145E13	1.4798671510179928E13
13.112874000000001	2.2632370258330316E13	1.5510353247467766E13
13.439649999999999	2.4788576457868355E13	1.666770724638933E13
13.206410000000002	2.483480203582298E13	1.6529352579953588E13
13.345055	2.5926009494210918E13	1.7668688445875812E13
13.406446	2.5774562066523875E13	1.7674808614651832E13
13.18788	2.681375574903296E13	1.820100009486969E13
13.432495999999999	2.633744580382757E13	1.8039360009585055E13
13.322495	2.7000683608996633E13	1.862411613993625E13
13.37052	2.7713031591768848E13	1.9861356454528914E13
13.4541	2.90370174499337E13	2.039033506911352E13
13.312868	2.778126597258249E13	2.067868197936694E13
13.410685	3.025607704300295E13	2.1674762008643297E13
13.443701	3.1052949759452043E13	2.1372949781392477E13
13.393820000000002	3.2410591505258164E13	2.1061182168256305E13
13.504579420579422	3.1087469609040297E13	2.287429571285247E13
13.437807807807808	3.1547211900667176E13	2.303224800004703E13
13.386973	3.2549030069910566E13	2.3702301149252496E13
13.56934	3.268633599230061E13	2.2693946224791984E13
13.417186000000001	3.362694526646949E13	2.361512727892131E13
13.55345	3.352096407298441E13	2.433151515486183E13
13.564725999999999	3.47101219528876E13	2.4945566078441203E13
13.364559999999999	3.411463492363489E13	2.5216292387412125E13
13.685064	3.519040476178744E13	2.645320876431033E13
13.44872	3.486334163476717E13	2.6410999912796242E13
13.595857000000002	3.6053542607810055E13	2.650019434860021E13
13.651390000000001	3.636808822532014E13	2.5920027948293742E13
13.442290000000002	3.736037499727944E13	2.748919808907147E13
13.686610000000002	3.739708782546626E13	2.7525094345879305E13
13.576238	3.6503083019162555E13	2.743280301855107E13
13.626	3.726681147799534E13	2.826930924719354E13
13.708556	3.751263933371544E13	2.839779127513552E13
13.570910000000001	3.7810039364737734E13	2.8606825300994785E13
13.670634	3.867742601064871E13	2.805115869201851E13
13.709231768231767	3.8150463427716625E13	2.847108298199178E13
13.663987987987987	3.844356658646526E13	2.9151942891697656E13
13.774145	3.810743876585906E13	3.007365976171856E13
13.714846	3.8304938080635125E13	3.0338175416335066E13
13.6642	3.873704096645644E13	2.9642795278649855E13
13.845623999999999	3.901476893351592E13	2.9458309812370668E13
13.711775	3.949991334808745E13	3.028201127088172E13
13.846505	3.9979917174202234E13	2.9249475074562906E13
13.865289999999998	3.907301269012993E13	2.9259184825435035E13
13.662602	3.916523879378222E13	3.0303065198758086E13
13.985809999999999	4.019635941479539E13	3.135926594265831E13
13.763042000000002	4.075504632196105E13	3.132715641099286E13
13.89348	3.987925603491676E13	3.1801448210767062E13
13.971298804780877	4.1827097114840445E13	3.2212451144896902E13
13.749484939759038	4.2267640793758484E13	3.2812188651711766E13
13.993920000000001	4.301488138475577E13	3.27014271878472E13
13.893749999999999	4.150430802662853E13	3.2929862793508324E13
13.932876	4.300868094191471E13	3.3208694000167582E13
14.024988023952096	4.3692420304285125E13	3.31445590774976E13
13.88832264529058	4.260247559477899E13	3.324628001758443E13
13.976320000000001	4.4774220208430516E13	3.429399732104237E13
14.013288	4.3761340369741E13	3.563938467097449E13
13.9681	4.37498707917244E13	3.4249548181169457E13
14.073440999999999	4.47658382929559E13	3.4421280587788887E13
14.01314	4.400389834693743E13	3.557169082765992E13
13.954242	4.499718567292967E13	3.577974118753074E13
14.136300000000002	4.282611238012765E13	3.552753363317208E13
14.001418000000001	4.347473744871821E13	3.5442901855294086E13
14.11904	4.5121604354960484E13	3.63019564647682E13
14.147492	4.621565063883014E13	3.666631942135651E13
13.942815000000001	4.6471108099499555E13	3.728716196111272E13
14.24967	4.627112297819862E13	3.791034594845047E13
14.1639	4.594537836583457E13	3.69639835439583E13
14.01228	4.537462401548818E13	3.853955267590785E13
14.243754999999998	4.559747352860462E13	3.769643695266252E13
14.081425	4.545720371151093E13	3.756895243815823E13
14.1982	4.603731272769436E13	3.751969310904685E13
14.240507492507493	4.7441244297152945E13	3.849789864327422E13
14.121495495495497	4.590115371414989E13	3.868839580793647E13
14.243791	4.628583379430225E13	3.687267478374576E13
14.19919	4.6946078149672055E13	3.835465391091322E13
14.217532	4.503465298330799E13	3.714005125606188E13
14.302605	4.567606384198263E13	3.882560194518537E13
14.228945	4.539441412985309E13	3.683441967694748E13
14.249779999999998	4.668304401466693E13	3.682703704092384E13
14.313695999999998	4.54771201485609E13	3.844100743619393E13
14.2317	4.571141521526689E13	3.8509918771829984E13
14.365108	4.65064122953357E13	3.902914653002508E13
14.332579999999998	4.640390285898328E13	3.905442954603225E13
14.2595	4.615634133860554E13	3.8885623106866984E13
14.432274999999999	4.729898644425295E13	3.90009759525824E13
14.246051999999999	4.4137013093872336E13	3.8012207501510195E13
14.424840000000001	4.5406062297017805E13	3.914829268841323E13
14.421031999999999	4.604219925508576E13	3.8877785272038414E13
14.293425000000001	4.619733079749657E13	3.759637179710768E13
14.498376623376624	4.455911679435685E13	3.800244207005329E13
14.328384384384385	4.527952918704357E13	3.8219736176814055E13
14.452796000000001	4.4886191931394414E13	4.004306966634909E13
14.483695	4.453668470016738E13	3.881614014370582E13
14.391918	4.526392463629858E13	3.850782895265557E13
