1100,0.00050409948983884238,0.0022094164024371258
1155,0.0,0.0092906001589364486
1210,0.0,0.032097104908538468
1265,0.0,0.077727368474114766
1320,0.19294480076685061,0.13447232465876796
1375,0.25515134405498718,0.17305072322551085
1430,0.20860635662513541,0.17405184579772925
1485,0.14583688757372482,0.14404741778872232
1540,0.092001342589990348,0.10236651658391596
1595,0.05202821545473308,0.06401940395389849
1650,0.017602071782656749,0.035748746389647604
1705,0.0087649644943986558,0.018610079016538168
1760,0.0076611989097306911,0.010419453923954981
1815,0.0,0.0078794143321161709
1870,0.012671723775523155,0.0077825899027409145
