670,0.0,1.0671236292980229e-08
700,0.0,1.2705269612255928e-06
730,0.0,1.8782588538549734e-05
760,0.0,0.00016518450132483096
790,0.0,0.00099206386694835951
820,0.0,0.0042459506904217667
850,0.00011960444384037732,0.013293794196010187
880,0.012861873309635502,0.031233833819981474
910,0.052110688875187876,0.056627641986174967
940,0.10740244392646944,0.082075934280237045
970,0.10865980911121564,0.09944898232393927
1000,0.12052093676827827,0.10560829954665488
1030,0.10811269902858786,0.10234788639482356
1060,0.092166755155570809,0.093462095951816371
1090,0.082763843205660798,0.08225153846488617
1120,0.073050675875480017,0.070401040075542903
1150,0.054000520030533503,0.05874757338460683
1180,0.048451874508493357,0.048048216582276426
1210,0.035847523165690565,0.038723603976071497
1240,0.029746688752360528,0.030762893903612365
1270,0.023586711272123112,0.023970324958812135
1300,0.016148609777543833,0.018197971600321251
1330,0.013168755699069478,0.013426206324336932
1360,0.007408394544127765,0.0096177018887882403
1390,0.0075418104903509798,0.0066164630253943771
1420,0.002394764529976666,0.0042648080106186953
1450,0.0025124844481932695,0.0025244699843318041
1480,0.00022292257474099749,0.0013792976293239014
1510,0.00077958672975736529,0.00072265144347332701
1540,4.2403643127785856e-05,0.00038792638527968947
1570,0.00023112385159434874,0.00022611985114488785
1600,0.0001808480190717086,0.00014288739084878995
1630,0.0,0.00010092551194279336
