670,0.0,0.0
700,0.0,5.7998172927689169e-10
730,0.0,6.6837938454038223e-09
760,0.0,2.8086239927199208e-07
790,0.0,3.9748053149553846e-06
820,0.0,3.5427475726433173e-05
850,0.0,0.00022101159790387519
880,6.5005019346610248e-06,0.0009996848889278515
910,0.0,0.0033806782245404607
940,0.0025944037113089895,0.0088199320694717295
970,0.012029299623977439,0.018317350581222448
1000,0.029561291761052655,0.031326311819713869
1030,0.049955526102889981,0.045987702098414338
1060,0.059861600339809355,0.060771695310375337
1090,0.071184822758362215,0.074941245613373467
1120,0.10070284952419881,0.087132723051989686
1150,0.094110229296525127,0.095145899770932407
1180,0.11378777140638978,0.09734112852726183
1210,0.093050165101838833,0.093501232155344588
1240,0.091396506553819937,0.084788024547828161
1270,0.073591551984413556,0.073024886084374213
1300,0.058632111556315515,0.060152696155729532
1330,0.044063066143515676,0.047801978133014116
1360,0.039338188913834317,0.03680014315485295
1390,0.019268442230365262,0.027396705396615685
1420,0.024690452210243196,0.019638145536543715
1450,0.0054379336333357968,0.013431933075918924
1480,0.012351354832634337,0.0086542693584568762
1510,0.00048542956516984821,0.0051556591918257878
1540,0.0033045326708278765,0.0027964923381681305
1570,0.0,0.0013880970608551111
1600,0.0004905656546253203,0.00065365634720209126
1630,6.7197122297247051e-05,0.00035282070161224313
