0000003826,scans,0000000130,DataLength
"header",0000000040,"lines"
"Date",4/7/2016,"Time",4:13:00 PM
"ID","HAL IDP LOW ENERGY #14936","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","SEM","mass",12.00,12.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",13.00,13.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 3","RGA","SEM","mass",16.00,16.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 4","RGA","SEM","mass",18.00,18.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 5","RGA","SEM","mass",28.00,28.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",29.00,29.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",30.00,30.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 8","RGA","SEM","mass",31.00,31.00,0.01,100.000,100.000%,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",44.00,44.00,0.01,100.000,100.000%,1.000000,1.000000,
"Environment",
"Global","RGA"
"1st-dynode",-3500,"V"
"CRV_range",7,"c/s"
"CRV_resolution",6,"bits"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.0,"V"
"delta-m",-25,"%"
"discriminator",-10,"%"
"electron-energy",70.0,"V"
"emission",100.0000,"uA"
"energy",1.00,"V"
"extractor",0,"V"
"focus",-50,"V"
"gate_delay",0.1,"uS"
"gate_width",0.0,"uS"
"gating",0,"( 1 = on, 0 = off )"
"gating_invert",0,"( 0 = normal, 1 = invert)"
"lens",0,"V"
"mass",18.00,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1900,"V"
"resolution",0,"%"
"suppressor",-200,"V"
"Data",9
"Time","ms","12C","13C","16O","18O","CO/N2","13CO","C18O","13C18O","CO2",
00:00:00,        71,       8300,       8370,      11020,     107080,      31820,      11190,       8910,       8870,      19030,
00:00:01,      1134,       8780,       8410,      10860,     107490,      31030,      10800,       8930,       7700,      20370,
00:00:02,      2198,       8170,       8480,      10640,     105500,      30790,      10910,       8650,       8540,      19500,
00:00:03,      3261,       8460,       7220,      10590,     106570,      31380,      10920,       9000,       7550,      20070,
00:00:04,      4324,       8350,       7860,      10760,     107450,      32350,      10940,       8230,       8270,      19200,
00:00:05,      5388,       8170,       7550,      10880,     105700,      32100,      11310,       9390,       8300,      19570,
00:00:06,      6451,       8520,       8170,      10600,     105190,      31280,      10760,       8130,       8220,      18970,
00:00:07,      7514,       8180,       7850,      10760,     108260,      31180,      11190,       9030,       8290,      19160,
00:00:08,      8578,       8500,       7980,      10970,     108330,      31220,      10710,       9330,       8290,      19230,
00:00:09,      9641,       8580,       8660,      10580,     108090,      32760,      10910,       8600,       8390,      18630,
00:00:10,     10704,       8070,       8010,      10220,     107770,      32180,      11340,       9320,       7960,      18780,
00:00:11,     11768,       8390,       8330,      11980,     109010,      31450,      10960,       9000,       8750,      19360,
00:00:12,     12831,       8560,       7300,      10360,     106160,      31530,       9860,       8620,       8420,      18870,
00:00:13,     13894,       7940,       7750,      10260,     106300,      30970,      10670,       9230,       8000,      19100,
00:00:14,     14958,       8510,       7750,      10620,     107130,      30970,      10790,       8760,       7790,      19060,
00:00:16,     16021,       8090,       8150,       9590,     107190,      30230,      10900,       8880,       8090,      18700,
00:00:17,     17084,       8520,       7940,      10960,     107660,      30750,      11140,       8700,       8200,      19690,
00:00:18,     18148,       8850,       7990,      10250,     107440,      31710,      10200,       8690,       8000,      19640,
00:00:19,     19211,       7500,       8020,      11560,     108770,      31440,      10670,       8680,       8430,      19760,
00:00:20,     20274,       7950,       8130,      10980,     105650,      31300,      10830,       8940,       8000,      19020,
00:00:21,     21338,       8340,       8170,      10760,     105780,      32160,      10500,       8700,       7710,      18810,
00:00:22,     22401,       8150,       8360,      11400,     107450,      32410,      10440,       8960,       8170,      18850,
00:00:23,     23464,       7900,       7360,      10970,     104520,      30720,      10870,       9190,       8230,      19770,
00:00:24,     24528,       8360,       7710,      11290,     107490,      31930,      10900,       9360,       8090,      19730,
00:00:25,     25591,       8210,       8110,      10980,     105170,      31850,      11260,       8670,       8270,      18520,
00:00:26,     26654,       8350,       7580,      10360,     108660,      31500,      10820,       8410,       7880,      19380,
00:00:27,     27718,       8110,       8030,      10820,     105400,      31750,      10660,       8640,       8260,      18180,
00:00:28,     28781,       8050,       8100,      10750,     105710,      31800,      11090,       8800,       7620,      18790,
00:00:29,     29844,       8400,       7870,      10530,     108710,      31640,      10690,       8950,       7840,      19960,
00:00:30,     30908,       7890,       7660,      11160,     107100,      32620,      10790,       9400,       8180,      18920,
00:00:31,     31971,       7830,       7630,      10850,     106160,      32040,      11300,       8890,       8160,      19080,
00:00:33,     33034,       8300,       7730,      10830,     109620,      33700,      11230,       8800,       8250,      18670,
00:00:34,     34098,       8080,       8060,      11140,     105750,      32310,      10880,       9010,       8400,      17810,
00:00:35,     35161,       7670,       7990,      11400,     108390,      32590,      10610,       9140,       7740,      19490,
00:00:36,     36224,       8510,       8090,      10670,     109840,      31950,      11340,       8200,       7730,      19340,
00:00:37,     37288,       8280,       7990,      10100,     107540,      31000,      10620,       8180,       8300,      19030,
00:00:38,     38351,       8490,       8100,      11470,     105300,      31420,      11030,       9270,       7970,      18750,
00:00:39,     39414,       7880,       8020,      11470,     104050,      32180,      10940,       9090,       8190,      19410,
00:00:40,     40478,       8380,       8130,      11280,     106820,      32830,      10250,       8720,       8020,      18380,
00:00:41,     41541,       8860,       8130,      11230,     108990,      30400,      10870,       9150,       7960,      18580,
00:00:42,     42604,       7880,       7800,      10590,     108530,      32130,      11120,       8610,       8130,      18320,
00:00:43,     43668,       8140,       7760,      10840,     107150,      31110,      10930,       9040,       8000,      19140,
00:00:44,     44731,       8350,       8360,      10840,     108680,      31900,      10610,       8780,       8500,      18880,
00:00:45,     45794,       8160,       7520,      10530,     104850,      32390,      10540,       8710,       8050,      19150,
00:00:46,     46858,       8420,       7790,      11070,     107210,      31380,      11160,       8390,       8260,      20040,
00:00:47,     47921,       8220,       8050,      10450,     106340,      31400,      10840,       8970,       8410,      18100,
00:00:48,     48984,       8270,       7740,      10430,     108450,      32990,      10360,       8540,       7780,      20080,
00:00:50,     50048,       8480,       7560,      11260,     108590,      30940,      10530,       8740,       8170,      19290,
00:00:51,     51111,       8190,       7950,      10510,     106950,      31010,      10960,       8260,       7980,      18800,
00:00:52,     52174,       8470,       7990,      10580,     105970,      30550,      10850,       8580,       8200,      17940,
00:00:53,     53238,       8020,       7730,      10920,     105210,      31510,      10660,       9240,       8110,      19600,
00:00:54,     54301,       8010,       7930,      10710,     106380,      32020,      10500,       8750,       8230,      19130,
00:00:55,     55364,       7730,       8010,      11030,     106810,      30970,      10590,       8880,       8130,      18820,
00:00:56,     56428,       8240,       8160,      10260,     107230,      31230,      11080,       9300,       7700,      19510,
00:00:57,     57491,       7670,       7860,      10290,     107780,      31520,      10770,       8640,       7950,      18680,
00:00:58,     58554,       7600,       7590,      10450,     108500,      30810,      11000,       8520,       7520,      19120,
00:00:59,     59618,       8170,       7640,      11070,     107160,      32030,      10300,       8410,       7500,      19800,
00:01:00,     60681,       7890,       7460,      11300,     106410,      32860,      10470,       8310,       7920,      18220,
00:01:01,     61744,       7660,       7960,      10070,     108970,      30860,      11050,       8480,       8200,      18660,
00:01:02,     62808,       8610,       7500,      10420,     106180,      30250,      10650,       8150,       7580,      18310,
00:01:03,     63871,       7890,       7590,      10900,     106230,      30990,      10900,       7930,       7800,      19410,
00:01:04,     64934,       7460,       8090,      11190,     108650,      32750,      10930,       8670,       8460,      19790,
00:01:05,     65998,       8030,       7420,      10360,     108430,      32560,      10490,       8580,       8290,      18940,
00:01:07,     67061,       8140,       8000,      10910,     107100,      31450,      10910,       9050,       7300,      19480,
00:01:08,     68124,       7800,       7600,      10520,     105910,      30880,       9980,       8530,       8170,      19360,
00:01:09,     69188,       8020,       7540,      11060,     108280,      30950,      10790,       8730,       8270,      18880,
00:01:10,     70251,       8190,       7450,      10140,     110090,      31020,      10660,       8060,       8200,      19580,
00:01:11,     71314,       7840,       7620,      10900,     107500,      31500,      10550,       8550,       7930,      19930,
00:01:12,     72378,       8060,       7170,      10600,     105280,      32610,      10400,       9440,       7770,      18400,
00:01:13,     73441,       7550,       7910,      10690,     105810,      30200,      10720,       8210,       7850,      19830,
00:01:14,     74504,       8070,       7450,      10670,     108470,      31060,      10480,       8200,       7760,      18750,
00:01:15,     75568,       7970,       7550,      10300,     107920,      31880,      10400,       8750,       7950,      18930,
00:01:16,     76631,       7880,       8230,      10390,     110190,      30830,      10490,       8680,       8100,      18580,
00:01:17,     77694,       8070,       7210,      11010,     110510,      31460,      10900,       8390,       7900,      19180,
00:01:18,     78758,       8290,       7570,      10990,     109070,      31050,      10400,       8840,       7770,      19590,
00:01:19,     79821,       8420,       8330,      10550,     108230,      31300,      10490,       8590,       8210,      19360,
00:01:20,     80884,       8090,       7410,      10620,     106940,      31090,      10680,       8650,       7660,      19420,
00:01:21,     81948,       8810,       8040,      10900,     105440,      31370,      10410,       8340,       8010,      18820,
00:01:23,     83011,       8670,       7920,      10640,     109490,      31290,      11180,       9040,       7330,      18710,
00:01:24,     84074,       8150,       7930,       9970,     108280,      30240,      10610,       8240,       7890,      19210,
00:01:25,     85138,       8210,       7800,      10800,     107210,      30470,      11280,       8090,       8220,      18560,
00:01:26,     86201,       7770,       7740,      11360,     107310,      31120,      10620,       8830,       7800,      19090,
00:01:27,     87264,       8190,       7840,      10860,     108900,      31360,      10740,       8630,       7600,      18030,
00:01:28,     88328,       8290,       7690,      11080,     109290,      30460,      11070,       8850,       7990,      18840,
00:01:29,     89391,       8380,       7840,      10050,     107050,      31230,      10410,       8630,       7700,      20160,
00:01:30,     90454,       8020,       7480,      10600,     109220,      29890,      10000,       8590,       8050,      18970,
00:01:31,     91518,       8300,       7650,      10550,     105100,      31610,      10940,       8560,       7730,      18660,
00:01:32,     92581,       7720,       7460,      11130,     108010,      31320,      10710,       8400,       7810,      18480,
00:01:33,     93644,       8180,       8130,      10930,     108030,      30610,      10880,       8250,       7930,      18660,
00:01:34,     94708,       7930,       7810,      11010,     107010,      31370,      10520,       8490,       8440,      20100,
00:01:35,     95771,       7850,       7350,      10670,     107340,      31490,      10720,       8610,       7540,      18670,
00:01:36,     96834,       8000,       7610,      10720,     108330,      31670,      10540,       8610,       7640,      18410,
00:01:37,     97898,       8270,       7700,      10760,     107580,      32000,      10320,       8810,       7930,      18620,
00:01:38,     98961,       8150,       7350,      10470,     109140,      32060,      10530,       8710,       7630,      18770,
00:01:40,    100024,       7510,       7770,      10370,     107400,      31540,      11220,       8110,       8090,      19620,
00:01:41,    101088,       8400,       7420,      10810,     108250,      29820,      10670,       7840,       7590,      18060,
00:01:42,    102151,       7730,       7440,      10540,     107190,      31360,      10550,       8660,       7510,      19050,
00:01:43,    103214,       7880,       7230,      10880,     109590,      30780,      10120,       8400,       7780,      18400,
00:01:44,    104278,       7840,       7720,      10400,     106600,      31980,      10620,       8430,       7510,      18440,
00:01:45,    105341,       8510,       7540,      10470,     106830,      32600,      10370,       8530,       7340,      18910,
00:01:46,    106404,       7890,       7330,      10820,     108770,      31390,      11320,       8740,       7390,      18620,
00:01:47,    107468,       8120,       7960,      10440,     108160,      31910,      11290,       9170,       8140,      19540,
00:01:48,    108531,       7980,       7580,      10450,     107230,      30950,      10760,       8680,       7880,      18860,
00:01:49,    109594,       8180,       7780,      10770,     107420,      32870,      10700,       8860,       7620,      18350,
00:01:50,    110658,       7950,       7660,      10550,     107490,      32010,       9920,       8330,       7770,      19450,
00:01:51,    111721,       8330,       7520,      10840,     106030,      31170,      10970,       8730,       8130,      19110,
00:01:52,    112784,       7850,       7890,      10430,     108460,      31060,      10540,       7610,       7870,      18430,
00:01:53,    113848,       8040,       7620,      10350,     108540,      32520,      10770,       9230,       7880,      18240,
00:01:54,    114911,       8100,       7070,      10970,     105360,      33110,      10050,       8140,       7970,      19260,
00:01:55,    115974,       8230,       7550,      10710,     108140,      31680,      10560,       9050,       7750,      18740,
00:01:57,    117038,       8260,       8120,      11320,     107210,      30460,      10340,       8760,       8640,      18910,
00:01:58,    118101,       8250,       7810,      10530,     107580,      32890,      10590,       8770,       7560,      19100,
00:01:59,    119164,       8220,       7950,      10810,     108500,      32430,      10440,       8800,       7640,      19390,
00:02:00,    120228,       8540,       7550,      10570,     106080,      30740,      10780,       8020,       7930,      18450,
00:02:01,    121291,       8280,       8030,      11060,     108730,      31370,      10780,       9040,       8410,      18740,
00:02:02,    122354,       7830,       8040,      11040,     109330,      31260,      11220,       8490,       7800,      18170,
00:02:03,    123418,       8110,       7130,      11030,     107780,      29850,      10780,       8480,       7910,      19140,
00:02:04,    124481,       8350,       7770,      11090,     109060,      32900,      11040,       8880,       7740,      19560,
00:02:05,    125544,       8040,       7750,      11310,     109000,      31970,      11180,       8810,       7450,      19070,
00:02:06,    126608,       7950,       6970,      10930,     109050,      31660,      10220,       8600,       8300,      19700,
00:02:07,    127671,       8450,       8080,      11360,     109480,      30880,      10820,       8960,       7960,      19640,
00:02:08,    128734,       8150,       8240,      10290,     109250,      30920,      10990,       8930,       8070,      18380,
00:02:09,    129798,       8230,       8050,      10880,     109600,      32030,      10940,       8490,       8230,      19660,
00:02:10,    130861,       7980,       8230,      10710,     108920,      30550,      11000,       8630,       8090,      19060,
00:02:11,    131924,       8170,       7800,      10730,     108620,      31990,      10360,       8550,       7820,      18480,
00:02:12,    132988,       8310,       7580,      10660,     111190,      31980,      11040,       8960,       8050,      18650,
00:02:14,    134051,       7910,       7800,      10420,     108430,      31930,      11530,       8340,       8120,      18670,
00:02:15,    135114,       7740,       7760,      10520,     108640,      31100,      10410,       8280,       7810,      19190,
00:02:16,    136178,       8770,       7800,      11140,     108010,      31540,      10230,       8800,       8230,      18480,
00:02:17,    137241,       8250,       7970,      10490,     111110,      31870,      11240,       8630,       7540,      19050,
00:02:18,    138304,       8120,       7870,      11000,     107120,      32340,      10730,       8910,       7580,      19520,
00:02:19,    139368,       7760,       7670,      11440,     109000,      30940,      10140,       8810,       8270,      19140,
00:02:20,    140431,       8440,       8140,      11150,     110130,      31730,      11150,       8360,       8350,      19840,
00:02:21,    141494,       8120,       7440,      10780,     108290,      31610,      10290,       8490,       7920,      18860,
00:02:22,    142558,       8350,       7080,      10550,     109500,      31990,      11390,       8760,       8140,      18670,
00:02:23,    143621,       8540,       7760,      10210,     109950,      31590,      10620,       8800,       7880,      19240,
00:02:24,    144684,       8030,       7970,      11140,     110880,      33110,      10740,       8910,       8020,      19600,
00:02:25,    145748,       8190,       7390,      10530,     109590,      32110,      10540,       8630,       8160,      19320,
00:02:26,    146811,       8310,       7610,      10760,     107430,      31210,      10440,       8590,       7830,      18550,
00:02:27,    147874,       8160,       7470,      10450,     108770,      32600,      10380,       9020,       7850,      19180,
00:02:28,    148938,       8310,       8380,      10550,     105060,      31470,      10720,       8620,       8210,      19420,
00:02:30,    150001,       8120,       7900,      10800,     109290,      32710,      10870,       8210,       8440,      19350,
00:02:31,    151064,       8400,       8040,      11460,     107160,      32710,      10830,       8870,       8250,      19850,
00:02:32,    152128,       8650,       8060,      11180,     107000,      32410,      10860,       9450,       8350,      18580,
00:02:33,    153191,       8100,       8220,      10920,     110790,      31430,      10180,       8540,       8150,      18980,
00:02:34,    154254,       8140,       7710,      10950,     109920,      32100,      10870,       9170,       8590,      18440,
00:02:35,    155318,       8150,       8500,      11230,     109060,      32210,      10070,       8250,       7850,      19530,
00:02:36,    156381,       7830,       8020,      11550,     108550,      30760,      10430,       8650,       7250,      18410,
00:02:37,    157444,       8460,       7770,      10280,     107440,      31190,      11470,       8770,       8230,      19370,
00:02:38,    158508,       8510,       8020,      10790,     106590,      31970,      10470,       9050,       7670,      19650,
00:02:39,    159571,       8120,       7480,      10680,     108990,      32620,      10610,       8640,       8220,      18930,
00:02:40,    160634,       8540,       8160,      11240,     108370,      32210,      10980,       8420,       7810,      19020,
00:02:41,    161698,       8070,       7360,      10810,     111030,      31650,      10690,       9370,       7630,      19500,
00:02:42,    162761,       8100,       7570,      10820,     108180,      32700,      10900,       8880,       8360,      19710,
00:02:43,    163824,       8180,       8060,      10420,     107540,      32490,      10610,       9050,       8050,      18390,
00:02:44,    164888,       8190,       8260,      10400,     110890,      32180,      10550,       8790,       7930,      18750,
00:02:45,    165951,       8560,       7690,      10670,     106670,      31560,      10710,       8400,       8340,      18760,
00:02:47,    167014,       7870,       8000,      10650,     108720,      32360,       9940,       8500,       7740,      19100,
00:02:48,    168078,       8040,       7860,      10400,     109360,      32030,      10990,       9110,       8080,      19400,
00:02:49,    169141,       8370,       7440,      10950,     109980,      31600,      10280,       8470,       8300,      18440,
00:02:50,    170204,       7950,       7400,      10790,     110700,      31830,      10840,       8680,       8350,      18540,
00:02:51,    171268,       7710,       7790,      10830,     109420,      30100,      10780,       8450,       8200,      18240,
00:02:52,    172331,       8300,       7170,      10130,     106820,      32100,      11240,       8290,       7300,      18470,
00:02:53,    173394,       8310,       8260,      10420,     107840,      31410,      11300,       8680,       8330,      18500,
00:02:54,    174458,       8070,       8250,      10750,     107290,      32240,      11070,       8820,       8250,      18220,
00:02:55,    175521,       8440,       7610,      10980,     107660,      31330,      10180,       8400,       8210,      18810,
00:02:56,    176584,       8140,       8030,      10950,     109470,      32020,      10580,       8950,       8000,      19220,
00:02:57,    177648,       8560,       7980,      10820,     106850,      32530,      10780,       8760,       8160,      18890,
00:02:58,    178711,       8230,       7520,       9990,     108780,      31490,      10750,       9010,       8600,      19300,
00:02:59,    179774,       8060,       7960,      11150,     107610,      31520,      11370,       8590,       8390,      19240,
00:03:00,    180838,       8450,       7450,      11270,     109790,      30970,      10260,       9030,       8370,      17980,
00:03:01,    181901,       8140,       8090,      11280,     107970,      32530,      11450,       8720,       8100,      18450,
00:03:02,    182964,       8040,       7560,      11140,     110210,      32360,      11290,       8800,       8570,      18550,
00:03:04,    184028,       8580,       8140,      10970,     107890,      32120,      10660,       8590,       8680,      19660,
00:03:05,    185091,       8500,       7820,      10370,     110680,      33180,      10600,       8660,       8350,      19460,
00:03:06,    186154,       8460,       8060,      11160,     108400,      31770,      10760,       8560,       8080,      19060,
00:03:07,    187218,       8110,       8330,      10850,     110090,      31670,      10700,       8470,       8810,      18370,
00:03:08,    188281,       7990,       8190,      11400,     110090,      31720,      10440,       8690,       8360,      18320,
00:03:09,    189344,       7970,       7410,      10850,     109410,      32620,      10350,       8650,       8510,      19290,
00:03:10,    190408,       8320,       7260,      10500,     107100,      33470,      11340,       8340,       8620,      18570,
00:03:11,    191471,       8010,       7910,      10430,     110410,      32080,      10870,       7980,       8010,      19510,
00:03:12,    192534,       7960,       8220,      11040,     111120,      31630,      10130,       8650,       8930,      18740,
00:03:13,    193598,       8620,       8280,      10090,     111480,      33360,      10260,       9090,       8800,      19670,
00:03:14,    194661,       7890,       7740,      11340,     109950,      33720,      11250,       8970,       8280,      19390,
00:03:15,    195724,       8250,       7610,      10840,     108290,      33670,      10280,       8500,       9220,      19010,
00:03:16,    196788,       8510,       8360,      10940,     110640,      33970,      10120,       8920,       8520,      19770,
00:03:17,    197851,       8170,       7940,      10430,     108560,      32290,      10660,       8510,       9050,      20300,
00:03:18,    198914,       8190,       7110,      10760,     109310,      31650,      10380,       8490,       9090,      18850,
00:03:19,    199978,       8280,       7390,      11170,     109680,      34650,      10450,       9040,       8740,      18870,
00:03:21,    201041,       8310,       7630,      10900,     110330,      33360,      10920,       8950,       8780,      19160,
00:03:22,    202104,       8010,       8390,      10920,     111100,      34210,      10870,       8660,       9190,      19380,
00:03:23,    203168,       8490,       7410,      10210,     107880,      34030,      10900,       8440,       8970,      18670,
00:03:24,    204231,       8390,       7830,      11520,     110310,      33070,      11300,       8740,       9090,      18660,
00:03:25,    205294,       8460,       7940,      10410,     111990,      33320,      10670,       8960,       8660,      18670,
00:03:26,    206358,       7990,       8390,      11150,     109670,      34630,      11280,       8910,       9040,      19840,
00:03:27,    207421,       7930,       8080,      11180,     111040,      34660,      10670,       8840,       9220,      19730,
00:03:28,    208484,       8070,       7750,      10900,     109160,      34340,      10750,       8980,       9230,      20030,
00:03:29,    209548,       8330,       8210,      11150,     111350,      33130,      10980,       8930,       9240,      18850,
00:03:30,    210611,       8400,       8110,      11150,     109410,      33590,      10910,       9290,       9120,      18790,
00:03:31,    211674,       8110,       7560,      10950,     108140,      34170,      10570,       8510,       9630,      19710,
00:03:32,    212738,       8240,       8040,      10780,     109240,      34220,      10680,       8320,       8920,      18960,
00:03:33,    213801,       8600,       8270,      10600,     109790,      32930,       9950,       8500,       9020,      19380,
00:03:34,    214864,       8410,       7920,      10590,     109230,      35010,      10510,       8850,       9570,      20390,
00:03:35,    215928,       7710,       8060,      10250,     111220,      34720,      10580,       8430,       9110,      18170,
00:03:36,    216991,       8410,       7710,      10660,     109220,      35710,      11020,       8790,      10370,      19620,
00:03:38,    218054,       8600,       7730,      10920,     111710,      35450,      10970,       9050,       9630,      19070,
00:03:39,    219118,       8140,       8300,      11450,     109520,      34860,      10760,       8750,       9630,      19280,
00:03:40,    220181,       8430,       7100,      10740,     110220,      35880,      11050,       9070,       9920,      19540,
00:03:41,    221244,       8250,       7810,      10680,     110480,      34770,      10800,       8140,       9850,      18730,
00:03:42,    222308,       8550,       7600,      11160,     110830,      34970,      10850,       8950,       9620,      19540,
00:03:43,    223371,       8270,       8380,      10350,     108390,      34920,      10790,       8710,       9690,      18170,
00:03:44,    224434,       8330,       8100,      10770,     108200,      35570,      10720,       8400,      10010,      19250,
00:03:45,    225498,       8160,       7720,      10670,     109560,      36420,      10680,       8740,      10250,      18910,
00:03:46,    226561,       8510,       7860,      10530,     109370,      37450,      10130,       8770,      10120,      19050,
00:03:47,    227624,       8170,       8030,      10950,     109910,      35430,      10600,       9180,      10540,      19030,
00:03:48,    228688,       8550,       7820,      10610,     108220,      35400,      10720,       9390,       9740,      19740,
00:03:49,    229751,       8260,       8290,      10720,     109550,      35310,      11600,       8550,      10560,      19730,
00:03:50,    230814,       8440,       7960,      11340,     112210,      37380,      10520,       9240,      10260,      20090,
00:03:51,    231878,       8430,       7820,      10470,     109710,      35980,      11250,       9290,      10280,      18840,
00:03:52,    232941,       8570,       8050,      10880,     109480,      37170,      10720,       9150,      10160,      19590,
00:03:54,    234004,       8650,       7730,      10570,     108560,      37900,      10650,       8870,      10130,      19390,
00:03:55,    235068,       8500,       7980,      10850,     110730,      36680,      10300,       8950,       9950,      19100,
00:03:56,    236131,       8620,       8190,       9880,     109330,      36900,      11040,       8140,      10620,      19020,
00:03:57,    237194,       8110,       8440,      10820,     108490,      37600,      11420,       9010,      10750,      19100,
00:03:58,    238258,       8450,       7930,      10660,     110490,      36470,      10690,       8680,      10940,      18810,
00:03:59,    239321,       7860,       7920,      11290,     108510,      37450,      10850,       8730,      10970,      19880,
00:04:00,    240384,       8090,       8040,      11940,     109580,      38190,      11150,       9450,      10980,      19110,
00:04:01,    241448,       8270,       7770,      11020,     110210,      37920,      11230,       8290,      11040,      18980,
00:04:02,    242511,       8460,       7960,      11540,     109840,      37830,      10990,       8680,      11300,      19180,
00:04:03,    243574,       8090,       8270,      11200,     110060,      37220,      11050,       8890,      10830,      19390,
00:04:04,    244638,       8520,       7990,      10790,     109870,      38760,      11180,       8750,      10870,      18850,
00:04:05,    245701,       8360,       7920,      11200,     109040,      37860,      10980,       8250,      11170,      19100,
00:04:06,    246764,       7780,       8510,      11240,     109920,      37190,      10650,       8790,      10870,      19550,
00:04:07,    247828,       8610,       8050,      11360,     110410,      38870,      10460,       8800,      11560,      18630,
00:04:08,    248891,       8540,       8400,      10710,     113130,      37810,      10780,       9100,      11690,      18750,
00:04:09,    249954,       8480,       7950,      10870,     110680,      37840,      11240,       8910,      11340,      19390,
00:04:11,    251018,       9100,       8300,      10610,     110910,      37480,      10970,       8730,      11760,      19940,
00:04:12,    252081,       8120,       7620,      11210,     111050,      41170,      10940,       8620,      11400,      18810,
00:04:13,    253144,       7770,       7420,      10420,     112960,      39430,      11280,       8300,      11900,      19170,
00:04:14,    254208,       8200,       8200,      10980,     111150,      38510,      10690,       8990,      11490,      20040,
00:04:15,    255271,       8730,       8020,      11210,     111530,      40230,      10850,       8620,      12080,      19240,
00:04:16,    256334,       7990,       8050,      10620,     110860,      39600,      11010,       8610,      12000,      19120,
00:04:17,    257398,       8240,       7360,      10810,     110160,      39200,      10910,       8960,      11620,      20050,
00:04:18,    258461,       7850,       8250,      11580,     111410,      37530,      11200,       8700,      13160,      19300,
00:04:19,    259524,       8330,       7940,      10910,     111120,      40330,      10770,       9010,      12310,      18750,
00:04:20,    260588,       8530,       8060,      10870,     109550,      40090,      10670,       8990,      12510,      19210,
00:04:21,    261651,       7870,       7910,      10980,     108010,      39450,      10640,       8590,      13250,      19430,
00:04:22,    262714,       8430,       8050,      10830,     108500,      40360,      10580,       9590,      13280,      19720,
00:04:23,    263778,       8730,       7960,      10910,     111280,      42260,      10810,       9480,      12490,      19040,
00:04:24,    264841,       7860,       8630,      11470,     111830,      40140,      10580,       8990,      13300,      19720,
00:04:25,    265904,       8470,       8210,      11370,     109000,      40770,      11630,       8480,      13710,      18540,
00:04:26,    266968,       8110,       7830,      11330,     109710,      41560,      10960,       8350,      13620,      19350,
00:04:28,    268031,       8690,       7730,      11180,     111220,      41010,      11320,       8980,      12750,      18770,
00:04:29,    269094,       8160,       8100,      11140,     110290,      39480,      10890,       8680,      13550,      18150,
00:04:30,    270158,       9100,       7750,      10500,     112020,      39270,      11020,       9090,      13350,      19140,
00:04:31,    271221,       8490,       7450,      10850,     111710,      40380,      10760,       9110,      13650,      19270,
00:04:32,    272284,       8270,       8460,      10920,     108440,      41220,      10910,       9250,      13870,      19880,
00:04:33,    273348,       8430,       8060,      11540,     112570,      42090,      11300,       8770,      13840,      19480,
00:04:34,    274411,       8120,       7710,      11330,     110290,      42760,      11510,       8800,      13900,      19330,
00:04:35,    275474,       8210,       8110,      11080,     109800,      41630,      11150,       8650,      13920,      19980,
00:04:36,    276538,       8160,       7860,      11510,     112220,      40710,      10840,       8310,      14200,      19780,
00:04:37,    277601,       8390,       7840,      10390,     108480,      41630,      10390,       8960,      13220,      19000,
00:04:38,    278664,       8130,       7770,      11460,     110420,      41340,      10920,       9210,      13720,      19440,
00:04:39,    279728,       8520,       8300,      11170,     109830,      42190,      11290,       8990,      14320,      19960,
00:04:40,    280791,       8830,       7330,      10580,     109940,      41770,      10700,       8980,      14860,      19460,
00:04:41,    281854,       8540,       7670,      11590,     111110,      41410,      11010,       8730,      14340,      19480,
00:04:42,    282918,       8300,       7810,      11100,     110260,      43200,      10540,       9020,      15050,      19110,
00:04:43,    283981,       8670,       8480,      11430,     112180,      42800,      11150,       9320,      15190,      19520,
00:04:45,    285044,       8870,       8240,      10610,     111390,      42900,      11290,       9460,      15110,      20290,
00:04:46,    286108,       8380,       7940,      10420,     110590,      42140,      10690,       9150,      15240,      19140,
00:04:47,    287171,       8220,       8050,      11110,     112150,      43310,      10740,       9020,      15360,      20560,
00:04:48,    288234,       7930,       7930,      11410,     109340,      42120,      10600,       9040,      15650,      19900,
00:04:49,    289298,       8420,       8140,      10620,     110050,      42220,      10910,       8780,      15360,      18960,
00:04:50,    290361,       8000,       8280,      11330,     111190,      42000,      10930,       8870,      15160,      19100,
00:04:51,    291424,       8670,       8420,      11190,     110170,      43710,      10420,       7960,      15280,      18890,
00:04:52,    292488,       8280,       7610,      11290,     110110,      44770,      10490,       8760,      15850,      19380,
